ensembl_gene_symbol	ensembl_gene_id	ensembl_transcript_id	hgnc_symbol	hgnc_id	refseq_gene_symbol	ncbi_gene_id	oncogene	tsgene	data_source
PRAMEF4	ENSG00000243073.4	ENST00000235349.6	PRAMEF4	HGNC:31971	PRAMEF4	400735	FALSE	FALSE	ncg
PRB2	ENSG00000121335.12	ENST00000389362.6	PRB2	HGNC:9338	PRB2	653247	FALSE	FALSE	ncg
PRB4	ENSG00000230657.8	ENST00000279575.7	PRB4	HGNC:9340	PRB4	5545	FALSE	FALSE	ncg
PRDM1	ENSG00000057657.17	ENST00000369096.9	PRDM1	HGNC:9346	PRDM1	639	FALSE	TRUE	ncg
PRDM16	ENSG00000142611.17	ENST00000270722.10	PRDM16	HGNC:14000	PRDM16	63976	TRUE	FALSE	ncg
PRDM2	ENSG00000116731.23	ENST00000311066.10	PRDM2	HGNC:9347	PRDM2	7799	FALSE	TRUE	ncg
PRDM9	ENSG00000164256.11	ENST00000296682.4	PRDM9	HGNC:13994	PRDM9	56979	FALSE	FALSE	ncg
PREX2	ENSG00000046889.19	ENST00000288368.5	PREX2	HGNC:22950	PREX2	80243	TRUE	FALSE	ncg
PRF1	ENSG00000180644.8	ENST00000441259.2	PRF1	HGNC:9360	PRF1	5551	FALSE	TRUE	ncg
PRG4	ENSG00000116690.13	ENST00000445192.7	PRG4	HGNC:9364	PRG4	10216	FALSE	FALSE	ncg
PRICKLE2	ENSG00000163637.13	ENST00000638394.2	PRICKLE2	HGNC:20340	PRICKLE2	166336	FALSE	FALSE	ncg
PRKAB2	ENSG00000131791.8	ENST00000254101.4	PRKAB2	HGNC:9379	PRKAB2	5565	FALSE	FALSE	ncg
PRKACA	ENSG00000072062.15	ENST00000308677.9	PRKACA	HGNC:9380	PRKACA	5566	TRUE	FALSE	ncg
PRKAG1	ENSG00000181929.13	ENST00000548065.7	PRKAG1	HGNC:9385	PRKAG1	5571	FALSE	FALSE	ncg
PRKAR1A	ENSG00000108946.16	ENST00000589228.6	PRKAR1A	HGNC:9388	PRKAR1A	5573	TRUE	TRUE	ncg
PRKAR2B	ENSG00000005249.13	ENST00000265717.5	PRKAR2B	HGNC:9392	PRKAR2B	5577	FALSE	FALSE	ncg
PRKCB	ENSG00000166501.14	ENST00000643927.1	PRKCB	HGNC:9395	PRKCB	5579	FALSE	FALSE	ncg
PRKCG	ENSG00000126583.12	ENST00000263431.4	PRKCG	HGNC:9402	PRKCG	5582	FALSE	FALSE	ncg
PRKCI	ENSG00000163558.13	ENST00000295797.5	PRKCI	HGNC:9404	PRKCI	5584	FALSE	FALSE	ncg
PRKCQ	ENSG00000065675.16	ENST00000263125.10	PRKCQ	HGNC:9410	PRKCQ	5588	FALSE	FALSE	ncg
PRKCZ	ENSG00000067606.17	ENST00000378567.8	PRKCZ	HGNC:9412	PRKCZ	5590	FALSE	FALSE	ncg
PRKD1	ENSG00000184304.17	ENST00000331968.11	PRKD1	HGNC:9407	PRKD1	5587	FALSE	FALSE	ncg
PRKD2	ENSG00000105287.13	ENST00000291281.9	PRKD2	HGNC:17293	PRKD2	25865	FALSE	FALSE	ncg
PRKDC	ENSG00000253729.8	ENST00000314191.7	PRKDC	HGNC:9413	PRKDC	5591	FALSE	FALSE	ncg
PRKG1	ENSG00000185532.20	ENST00000373980.11	PRKG1	HGNC:9414	PRKG1	5592	FALSE	FALSE	ncg
PRKX	ENSG00000183943.6	ENST00000262848.6	PRKX	HGNC:9441	PRKX	5613	FALSE	FALSE	ncg
PRLR	ENSG00000113494.17	ENST00000618457.5	PRLR	HGNC:9446	PRLR	5618	FALSE	FALSE	ncg
PRMT5	ENSG00000100462.16	ENST00000324366.13	PRMT5	HGNC:10894	PRMT5	10419	FALSE	FALSE	ncg
PROKR2	ENSG00000101292.8	ENST00000678254.1	PROKR2	HGNC:15836	PROKR2	128674	FALSE	FALSE	ncg
PROM1	ENSG00000007062.12	ENST00000447510.7	PROM1	HGNC:9454	PROM1	8842	FALSE	FALSE	ncg
PROSER1	ENSG00000120685.20	ENST00000352251.8	PROSER1	HGNC:20291	PROSER1	80209	FALSE	FALSE	ncg
PROZ	ENSG00000126231.15	ENST00000375547.7	PROZ	HGNC:9460	PROZ	8858	FALSE	FALSE	ncg
PRPF3	ENSG00000117360.13	ENST00000324862.7	PRPF3	HGNC:17348	PRPF3	9129	FALSE	FALSE	ncg
PRPF38B	ENSG00000134186.12	ENST00000370025.9	PRPF38B	HGNC:25512	PRPF38B	55119	FALSE	FALSE	ncg
PRPF39	ENSG00000185246.18	ENST00000355765.11	PRPF39	HGNC:20314	PRPF39	55015	FALSE	FALSE	ncg
PRPF40B	ENSG00000110844.14	ENST00000548825.7	PRPF40B	HGNC:25031	PRPF40B	25766	FALSE	FALSE	ncg
PRPF4B	ENSG00000112739.17	ENST00000337659.11	PRPF4B	HGNC:17346	PRPF4B	8899	FALSE	FALSE	ncg
PRRC2B	ENSG00000288701.1	ENST00000683519.1	PRRC2B	HGNC:28121	PRRC2B	84726	FALSE	FALSE	ncg
PRRG1	ENSG00000130962.18	ENST00000378628.9	PRRG1	HGNC:9469	PRRG1	5638	FALSE	FALSE	ncg
PRRT1	ENSG00000204314.12	ENST00000211413.10	PRRT1	HGNC:13943	PRRT1	80863	FALSE	FALSE	ncg
PRRT3	ENSG00000163704.12	ENST00000412055.6	PRRT3	HGNC:26591	PRRT3	285368	FALSE	FALSE	ncg
PRRX1	ENSG00000116132.12	ENST00000239461.11	PRRX1	HGNC:9142	PRRX1	5396	FALSE	FALSE	ncg
PRSS1	ENSG00000204983.15	ENST00000311737.12	PRSS1	HGNC:9475	PRSS1	5644	FALSE	FALSE	ncg
PRSS3	ENSG00000010438.17	ENST00000379405.4	PRSS3	HGNC:9486	PRSS3	5646	FALSE	FALSE	ncg
PRSS38	ENSG00000185888.5	ENST00000366757.3	PRSS38	HGNC:29625	PRSS38	339501	FALSE	FALSE	ncg
PRUNE2	ENSG00000106772.19	ENST00000376718.8	PRUNE2	HGNC:25209	PRUNE2	158471	FALSE	FALSE	ncg
PRX	ENSG00000105227.16	ENST00000324001.8	PRX	HGNC:13797	PRX	57716	FALSE	FALSE	ncg
PSIP1	ENSG00000164985.15	ENST00000380733.9	PSIP1	HGNC:9527	PSIP1	11168	TRUE	FALSE	ncg
PSMC3	ENSG00000165916.9	ENST00000298852.8	PSMC3	HGNC:9549	PSMC3	5702	FALSE	FALSE	ncg
PSMD8	ENSG00000099341.12	ENST00000215071.9	PSMD8	HGNC:9566	PSMD8	5714	FALSE	FALSE	ncg
PSMF1	ENSG00000125818.18	ENST00000335877.11	PSMF1	HGNC:9571	PSMF1	9491	FALSE	FALSE	ncg
PSMG4	ENSG00000180822.12	ENST00000438998.7	PSMG4	HGNC:21108	PSMG4	389362	FALSE	FALSE	ncg
PTCH1	ENSG00000185920.18	ENST00000331920.11	PTCH1	HGNC:9585	PTCH1	5727	FALSE	TRUE	ncg
PTCHD4	ENSG00000244694.8	ENST00000339488.9	PTCHD4	HGNC:21345	PTCHD4	442213	FALSE	FALSE	ncg
PTDSS1	ENSG00000156471.13	ENST00000517309.6	PTDSS1	HGNC:9587	PTDSS1	9791	FALSE	FALSE	ncg
PTEN	ENSG00000171862.12	ENST00000371953.8	PTEN	HGNC:9588	PTEN	5728	FALSE	TRUE	ncg
PTGDR2	ENSG00000183134.5	ENST00000332539.5	PTGDR2	HGNC:4502	PTGDR2	11251	FALSE	FALSE	ncg
PTGFR	ENSG00000122420.10	ENST00000370757.8	PTGFR	HGNC:9600	PTGFR	5737	FALSE	FALSE	ncg
PTGFRN	ENSG00000134247.10	ENST00000393203.3	PTGFRN	HGNC:9601	PTGFRN	5738	FALSE	FALSE	ncg
PTGS1	ENSG00000095303.17	ENST00000362012.7	PTGS1	HGNC:9604	PTGS1	5742	FALSE	FALSE	ncg
PTK2	ENSG00000169398.19	ENST00000522684.5	PTK2	HGNC:9611	PTK2	5747	FALSE	FALSE	ncg
PTK2B	ENSG00000120899.18	ENST00000346049.10	PTK2B	HGNC:9612	PTK2B	2185	FALSE	FALSE	ncg
PTK6	ENSG00000101213.7	ENST00000542869.3	PTK6	HGNC:9617	PTK6	5753	TRUE	TRUE	ncg
PTMA	ENSG00000187514.17	ENST00000409115.8	PTMA	HGNC:9623	PTMA	5757	FALSE	FALSE	ncg
PTN	ENSG00000105894.12	ENST00000348225.7	PTN	HGNC:9630	PTN	5764	FALSE	FALSE	ncg
PTPA	ENSG00000119383.21	ENST00000393370.7	PTPA	HGNC:9308	PTPA	5524	FALSE	FALSE	ncg
PTPDC1	ENSG00000158079.16	ENST00000620992.5	PTPDC1	HGNC:30184	PTPDC1	138639	FALSE	FALSE	ncg
PTPN1	ENSG00000196396.10	ENST00000371621.5	PTPN1	HGNC:9642	PTPN1	5770	FALSE	FALSE	ncg
PTPN11	ENSG00000179295.19	ENST00000351677.7	PTPN11	HGNC:9644	PTPN11	5781	TRUE	FALSE	ncg
PTPN12	ENSG00000127947.16	ENST00000248594.11	PTPN12	HGNC:9645	PTPN12	5782	FALSE	FALSE	ncg
PTPN13	ENSG00000163629.13	ENST00000411767.7	PTPN13	HGNC:9646	PTPN13	5783	FALSE	TRUE	ncg
PTPN14	ENSG00000152104.12	ENST00000366956.10	PTPN14	HGNC:9647	PTPN14	5784	FALSE	FALSE	ncg
PTPN2	ENSG00000175354.20	ENST00000309660.10	PTPN2	HGNC:9650	PTPN2	5771	FALSE	FALSE	ncg
PTPN22	ENSG00000134242.16	ENST00000359785.10	PTPN22	HGNC:9652	PTPN22	26191	FALSE	FALSE	ncg
PTPN6	ENSG00000111679.17	ENST00000318974.14	PTPN6	HGNC:9658	PTPN6	5777	FALSE	TRUE	ncg
PTPRB	ENSG00000127329.16	ENST00000334414.11	PTPRB	HGNC:9665	PTPRB	5787	FALSE	TRUE	ncg
PTPRC	ENSG00000081237.20	ENST00000442510.8	PTPRC	HGNC:9666	PTPRC	5788	FALSE	TRUE	ncg
PTPRD	ENSG00000153707.19	ENST00000381196.9	PTPRD	HGNC:9668	PTPRD	5789	FALSE	TRUE	ncg
PTPRK	ENSG00000152894.15	ENST00000368226.9	PTPRK	HGNC:9674	PTPRK	5796	FALSE	TRUE	ncg
PTPRO	ENSG00000151490.15	ENST00000281171.9	PTPRO	HGNC:9678	PTPRO	5800	FALSE	FALSE	ncg
PTPRT	ENSG00000196090.13	ENST00000373187.6	PTPRT	HGNC:9682	PTPRT	11122	FALSE	TRUE	ncg
PTPRU	ENSG00000060656.20	ENST00000373779.8	PTPRU	HGNC:9683	PTPRU	10076	FALSE	FALSE	ncg
PTX3	ENSG00000163661.4	ENST00000295927.4	PTX3	HGNC:9692	PTX3	5806	FALSE	FALSE	ncg
PVRIG	ENSG00000213413.2	ENST00000317271.2	PVRIG	HGNC:32190	PVRIG	79037	FALSE	FALSE	ncg
PXDN	ENSG00000130508.11	ENST00000252804.9	PXDN	HGNC:14966	PXDN	7837	FALSE	FALSE	ncg
PXDNL	ENSG00000147485.13	ENST00000356297.5	PXDNL	HGNC:26359	PXDNL	137902	FALSE	FALSE	ncg
PXMP4	ENSG00000101417.12	ENST00000409299.8	PXMP4	HGNC:15920	PXMP4	11264	FALSE	FALSE	ncg
PZP	ENSG00000126838.10	ENST00000261336.7	PZP	HGNC:9750	PZP	5858	FALSE	FALSE	ncg
QKI	ENSG00000112531.17	ENST00000361752.8	QKI	HGNC:21100	QKI	9444	TRUE	TRUE	ncg
QPRT	ENSG00000103485.19	ENST00000395384.9	QPRT	HGNC:9755	QPRT	23475	FALSE	FALSE	ncg
R3HDM4	ENSG00000198858.10	ENST00000361574.10	R3HDM4	HGNC:28270	R3HDM4	91300	FALSE	FALSE	ncg
RAB11A	ENSG00000103769.10	ENST00000261890.7	RAB11A	HGNC:9760	RAB11A	8766	FALSE	FALSE	ncg
RAB14	ENSG00000119396.11	ENST00000373840.9	RAB14	HGNC:16524	RAB14	51552	FALSE	FALSE	ncg
RAB40A	ENSG00000172476.4	ENST00000304236.2	RAB40A	HGNC:18283	RAB40A	142684	FALSE	FALSE	ncg
RAB42	ENSG00000188060.8	ENST00000465518.3	RAB42	HGNC:28702	RAB42	115273	FALSE	FALSE	ncg
RABEPK	ENSG00000136933.17	ENST00000373538.8	RABEPK	HGNC:16896	RABEPK	10244	FALSE	FALSE	ncg
RABGEF1	ENSG00000154710.18	ENST00000284957.9	RABGEF1	HGNC:17676	RABGEF1	27342	FALSE	FALSE	ncg
RAC1	ENSG00000136238.18	ENST00000348035.9	RAC1	HGNC:9801	RAC1	5879	TRUE	FALSE	ncg
RAD17	ENSG00000152942.19	ENST00000354868.10	RAD17	HGNC:9807	RAD17	5884	FALSE	TRUE	ncg
RAD21	ENSG00000164754.16	ENST00000297338.7	RAD21	HGNC:9811	RAD21	5885	TRUE	TRUE	ncg
RAD23B	ENSG00000119318.13	ENST00000358015.8	RAD23B	HGNC:9813	RAD23B	5887	FALSE	FALSE	ncg
RAD51B	ENSG00000182185.19	ENST00000471583.6	RAD51B	HGNC:9822	RAD51B	5890	FALSE	TRUE	ncg
RADIL	ENSG00000157927.17	ENST00000399583.4	RADIL	HGNC:22226	RADIL	55698	FALSE	FALSE	ncg
RAF1	ENSG00000132155.14	ENST00000442415.7	RAF1	HGNC:9829	RAF1	5894	TRUE	FALSE	ncg
RAG1	ENSG00000166349.10	ENST00000299440.6	RAG1	HGNC:9831	RAG1	5896	FALSE	FALSE	ncg
RAG2	ENSG00000175097.8	ENST00000311485.8	RAG2	HGNC:9832	RAG2	5897	FALSE	FALSE	ncg
RALY	ENSG00000125970.12	ENST00000246194.8	RALY	HGNC:15921	RALY	22913	FALSE	FALSE	ncg
RALYL	ENSG00000184672.12	ENST00000521268.6	RALYL	HGNC:27036	RALYL	138046	FALSE	FALSE	ncg
RANBP10	ENSG00000141084.12	ENST00000317506.8	RANBP10	HGNC:29285	RANBP10	57610	FALSE	FALSE	ncg
RANBP2	ENSG00000153201.16	ENST00000283195.11	RANBP2	HGNC:9848	RANBP2	5903	FALSE	TRUE	ncg
RANBP6	ENSG00000137040.10	ENST00000259569.6	RANBP6	HGNC:9851	RANBP6	26953	FALSE	FALSE	ncg
RANBP9	ENSG00000010017.13	ENST00000011619.6	RANBP9	HGNC:13727	RANBP9	10048	FALSE	FALSE	ncg
RAP1GDS1	ENSG00000138698.15	ENST00000408927.8	RAP1GDS1	HGNC:9859	RAP1GDS1	5910	TRUE	FALSE	ncg
RAPGEF1	ENSG00000107263.19	ENST00000683357.1	RAPGEF1	HGNC:4568	RAPGEF1	2889	FALSE	FALSE	ncg
RAPGEF3	ENSG00000079337.16	ENST00000449771.7	RAPGEF3	HGNC:16629	RAPGEF3	10411	FALSE	FALSE	ncg
RAPGEF5	ENSG00000136237.19	ENST00000665637.1	RAPGEF5	HGNC:16862	RAPGEF5	9771	FALSE	FALSE	ncg
RARA	ENSG00000131759.18	ENST00000254066.10	RARA	HGNC:9864	RARA	5914	TRUE	FALSE	ncg
RARRES2	ENSG00000106538.10	ENST00000223271.8	RARRES2	HGNC:9868	RARRES2	5919	FALSE	FALSE	ncg
RASA1	ENSG00000145715.15	ENST00000274376.11	RASA1	HGNC:9871	RASA1	5921	FALSE	FALSE	ncg
RASA2	ENSG00000155903.14	ENST00000286364.9	RASA2	HGNC:9872	RASA2	5922	FALSE	FALSE	ncg
RASAL1	ENSG00000111344.12	ENST00000548055.2	RASAL1	HGNC:9873	RASAL1	8437	FALSE	FALSE	ncg
RASGEF1A	ENSG00000198915.12	ENST00000395810.6	RASGEF1A	HGNC:24246	RASGEF1A	221002	FALSE	FALSE	ncg
RASGEF1C	ENSG00000146090.16	ENST00000361132.9	RASGEF1C	HGNC:27400	RASGEF1C	255426	FALSE	FALSE	ncg
RASGRF2	ENSG00000113319.13	ENST00000265080.9	RASGRF2	HGNC:9876	RASGRF2	5924	FALSE	FALSE	ncg
RASGRP2	ENSG00000068831.19	ENST00000394432.8	RASGRP2	HGNC:9879	RASGRP2	10235	FALSE	FALSE	ncg
RASSF6	ENSG00000169435.14	ENST00000307439.10	RASSF6	HGNC:20796	RASSF6	166824	FALSE	FALSE	ncg
RASSF8	ENSG00000123094.16	ENST00000689635.1	RASSF8	HGNC:13232	RASSF8	11228	FALSE	FALSE	ncg
RAVER1	ENSG00000161847.14	ENST00000617231.5	RAVER1	HGNC:30296	RAVER1	125950	FALSE	FALSE	ncg
RB1	ENSG00000139687.16	ENST00000267163.6	RB1	HGNC:9884	RB1	5925	FALSE	TRUE	ncg
RB1CC1	ENSG00000023287.13	ENST00000025008.10	RB1CC1	HGNC:15574	RB1CC1	9821	FALSE	FALSE	ncg
RBBP6	ENSG00000122257.20	ENST00000319715.10	RBBP6	HGNC:9889	RBBP6	5930	FALSE	FALSE	ncg
RBFOX1	ENSG00000078328.23	ENST00000550418.6	RBFOX1	HGNC:18222	RBFOX1	54715	FALSE	FALSE	ncg
RBM10	ENSG00000182872.16	ENST00000377604.8	RBM10	HGNC:9896	RBM10	8241	FALSE	TRUE	ncg
RBM12	ENSG00000244462.8	ENST00000374114.8	RBM12	HGNC:9898	RBM12	10137	FALSE	FALSE	ncg
RBM15	ENSG00000162775.17	ENST00000369784.9	RBM15	HGNC:14959	RBM15	64783	FALSE	FALSE	ncg
RBM15B	ENSG00000259956.2	ENST00000563281.2	RBM15B	HGNC:24303	RBM15B	29890	FALSE	FALSE	ncg
RBM25	ENSG00000119707.14	ENST00000261973.12	RBM25	HGNC:23244	RBM25	58517	FALSE	FALSE	ncg
RBM26	ENSG00000139746.16	ENST00000438737.3	RBM26	HGNC:20327	RBM26	64062	FALSE	FALSE	ncg
RBM27	ENSG00000091009.8	ENST00000265271.7	RBM27	HGNC:29243	RBM27	54439	FALSE	FALSE	ncg
RBM39	ENSG00000131051.24	ENST00000253363.11	RBM39	HGNC:15923	RBM39	9584	FALSE	FALSE	ncg
RBM7	ENSG00000076053.12	ENST00000375490.10	RBM7	HGNC:9904	RBM7	10179	FALSE	FALSE	ncg
RBM8A	ENSG00000265241.8	ENST00000583313.7	RBM8A	HGNC:9905	RBM8A	9939	FALSE	FALSE	ncg
RBMX	ENSG00000147274.14	ENST00000320676.11	RBMX	HGNC:9910	RBMX	27316	FALSE	FALSE	ncg
RBMX2	ENSG00000134597.17	ENST00000305536.11	RBMX2	HGNC:24282	RBMX2	51634	FALSE	FALSE	ncg
RBMXL3	ENSG00000175718.10	ENST00000424776.5	RBMXL3	HGNC:26859	RBMXL3	139804	FALSE	FALSE	ncg
RBPJ	ENSG00000168214.22	ENST00000355476.8	RBPJ	HGNC:5724	RBPJ	3516	FALSE	FALSE	ncg
RCAN2	ENSG00000172348.16	ENST00000371374.6	RCAN2	HGNC:3041	RCAN2	10231	FALSE	FALSE	ncg
RCC1	ENSG00000180198.17	ENST00000683442.1	RCC1	HGNC:1913	RCC1	1104	FALSE	FALSE	ncg
RCL1	ENSG00000120158.12	ENST00000381750.9	RCL1	HGNC:17687	RCL1	10171	FALSE	FALSE	ncg
RECQL4	ENSG00000160957.15	ENST00000617875.6	RECQL4	HGNC:9949	RECQL4	9401	TRUE	TRUE	ncg
REEP5	ENSG00000129625.13	ENST00000379638.9	REEP5	HGNC:30077	REEP5	7905	FALSE	FALSE	ncg
REG1A	ENSG00000115386.6	ENST00000233735.2	REG1A	HGNC:9951	REG1A	5967	FALSE	FALSE	ncg
REL	ENSG00000162924.15	ENST00000394479.4	REL	HGNC:9954	REL	5966	TRUE	FALSE	ncg
RELA	ENSG00000173039.20	ENST00000406246.8	RELA	HGNC:9955	RELA	5970	FALSE	FALSE	ncg
RELB	ENSG00000104856.14	ENST00000221452.13	RELB	HGNC:9956	RELB	5971	FALSE	FALSE	ncg
RELN	ENSG00000189056.15	ENST00000428762.6	RELN	HGNC:9957	RELN	5649	FALSE	FALSE	ncg
REM1	ENSG00000088320.4	ENST00000201979.3	REM1	HGNC:15922	REM1	28954	FALSE	FALSE	ncg
RESF1	ENSG00000174718.12	ENST00000312561.9	RESF1	HGNC:25559	RESF1	55196	FALSE	FALSE	ncg
RESP18	ENSG00000182698.12	ENST00000333527.6	RESP18	HGNC:33762	RESP18	389075	FALSE	FALSE	ncg
RET	ENSG00000165731.21	ENST00000355710.8	RET	HGNC:9967	RET	5979	TRUE	FALSE	ncg
REV3L	ENSG00000009413.16	ENST00000368802.8	REV3L	HGNC:9968	REV3L	5980	FALSE	FALSE	ncg
RFC1	ENSG00000035928.17	ENST00000349703.7	RFC1	HGNC:9969	RFC1	5981	FALSE	FALSE	ncg
RFC4	ENSG00000163918.12	ENST00000296273.7	RFC4	HGNC:9972	RFC4	5984	FALSE	FALSE	ncg
RFLNA	ENSG00000178882.15	ENST00000546355.4	RFLNA	HGNC:27051	RFLNA	144347	FALSE	FALSE	ncg
RFLNB	ENSG00000183688.4	ENST00000329099.4	RFLNB	HGNC:28705	RFLNB	359845	FALSE	FALSE	ncg
RFTN1	ENSG00000131378.14	ENST00000334133.9	RFTN1	HGNC:30278	RFTN1	23180	FALSE	FALSE	ncg
RFWD3	ENSG00000168411.14	ENST00000361070.9	RFWD3	HGNC:25539	RFWD3	55159	FALSE	TRUE	ncg
RFX6	ENSG00000185002.10	ENST00000332958.3	RFX6	HGNC:21478	RFX6	222546	FALSE	FALSE	ncg
RFX7	ENSG00000181827.16	ENST00000559447.8	RFX7	HGNC:25777	RFX7	64864	FALSE	FALSE	ncg
RGCC	ENSG00000102760.13	ENST00000379359.4	RGCC	HGNC:20369	RGCC	28984	FALSE	FALSE	ncg
RGL1	ENSG00000143344.16	ENST00000360851.4	RGL1	HGNC:30281	RGL1	23179	FALSE	FALSE	ncg
RGPD3	ENSG00000153165.19	ENST00000409886.4	RGPD3	HGNC:32416	RGPD3	653489	FALSE	FALSE	ncg
RGS12	ENSG00000159788.20	ENST00000336727.8	RGS12	HGNC:9994	RGS12	6002	FALSE	FALSE	ncg
RGS18	ENSG00000150681.10	ENST00000367460.4	RGS18	HGNC:14261	RGS18	64407	FALSE	FALSE	ncg
RGS7	ENSG00000182901.18	ENST00000440928.6	RGS7	HGNC:10003	RGS7	6000	FALSE	FALSE	ncg
RHBG	ENSG00000132677.13	ENST00000537040.6	RHBG	HGNC:14572	RHBG	57127	FALSE	FALSE	ncg
RHEB	ENSG00000106615.10	ENST00000262187.10	RHEB	HGNC:10011	RHEB	6009	FALSE	FALSE	ncg
RHOA	ENSG00000067560.14	ENST00000418115.6	RHOA	HGNC:667	RHOA	387	TRUE	TRUE	ncg
RHOB	ENSG00000143878.10	ENST00000272233.6	RHOB	HGNC:668	RHOB	388	FALSE	FALSE	ncg
RHOH	ENSG00000168421.13	ENST00000381799.10	RHOH	HGNC:686	RHOH	399	FALSE	TRUE	ncg
RHPN2	ENSG00000131941.8	ENST00000254260.8	RHPN2	HGNC:19974	RHPN2	85415	FALSE	FALSE	ncg
RICTOR	ENSG00000164327.13	ENST00000357387.8	RICTOR	HGNC:28611	RICTOR	253260	FALSE	FALSE	ncg
RIMBP2	ENSG00000060709.16	ENST00000690449.1	RIMBP2	HGNC:30339	RIMBP2	23504	FALSE	FALSE	ncg
RIMS1	ENSG00000079841.19	ENST00000521978.6	RIMS1	HGNC:17282	RIMS1	22999	FALSE	FALSE	ncg
RIMS2	ENSG00000176406.23	ENST00000504942.6	RIMS2	HGNC:17283	RIMS2	9699	FALSE	FALSE	ncg
RINL	ENSG00000187994.14	ENST00000591812.2	RINL	HGNC:24795	RINL	126432	FALSE	FALSE	ncg
RIOK2	ENSG00000058729.11	ENST00000283109.8	RIOK2	HGNC:18999	RIOK2	55781	FALSE	FALSE	ncg
RIPK1	ENSG00000137275.16	ENST00000259808.9	RIPK1	HGNC:10019	RIPK1	8737	FALSE	FALSE	ncg
RIPOR1	ENSG00000039523.20	ENST00000042381.9	RIPOR1	HGNC:25836	RIPOR1	79567	FALSE	FALSE	ncg
RIPOR2	ENSG00000111913.20	ENST00000643898.2	RIPOR2	HGNC:13872	RIPOR2	9750	FALSE	FALSE	ncg
RIT1	ENSG00000143622.11	ENST00000368323.8	RIT1	HGNC:10023	RIT1	6016	TRUE	FALSE	ncg
RIT2	ENSG00000152214.14	ENST00000326695.10	RIT2	HGNC:10017	RIT2	6014	FALSE	FALSE	ncg
RLIM	ENSG00000131263.13	ENST00000332687.11	RLIM	HGNC:13429	RLIM	51132	FALSE	FALSE	ncg
RMDN1	ENSG00000176623.12	ENST00000406452.8	RMDN1	HGNC:24285	RMDN1	51115	FALSE	FALSE	ncg
RMI2	ENSG00000175643.10	ENST00000312499.6	RMI2	HGNC:28349	RMI2	116028	FALSE	TRUE	ncg
RNASE11	ENSG00000173464.14	ENST00000553849.1	RNASE11	HGNC:19269	RNASE11	122651	FALSE	FALSE	ncg
RNASE4	ENSG00000258818.4	ENST00000555835.3	RNASE4	HGNC:10047	RNASE4	6038	FALSE	FALSE	ncg
RNF103	ENSG00000239305.7	ENST00000237455.5	RNF103	HGNC:12859	RNF103	7844	FALSE	FALSE	ncg
RNF111	ENSG00000157450.16	ENST00000348370.9	RNF111	HGNC:17384	RNF111	54778	FALSE	FALSE	ncg
RNF144B	ENSG00000137393.10	ENST00000259939.4	RNF144B	HGNC:21578	RNF144B	255488	FALSE	FALSE	ncg
RNF168	ENSG00000163961.4	ENST00000318037.3	RNF168	HGNC:26661	RNF168	165918	FALSE	FALSE	ncg
RNF185	ENSG00000138942.17	ENST00000326132.11	RNF185	HGNC:26783	RNF185	91445	FALSE	FALSE	ncg
RNF20	ENSG00000155827.12	ENST00000389120.8	RNF20	HGNC:10062	RNF20	56254	FALSE	FALSE	ncg
RNF207	ENSG00000158286.13	ENST00000377939.5	RNF207	HGNC:32947	RNF207	388591	FALSE	FALSE	ncg
RNF213	ENSG00000173821.20	ENST00000582970.6	RNF213	HGNC:14539	RNF213	57674	FALSE	FALSE	ncg
RNF216	ENSG00000011275.19	ENST00000389902.8	RNF216	HGNC:21698	RNF216	54476	FALSE	FALSE	ncg
RNF217	ENSG00000146373.17	ENST00000521654.7	RNF217	HGNC:21487	RNF217	154214	FALSE	FALSE	ncg
RNF26	ENSG00000173456.5	ENST00000311413.5	RNF26	HGNC:14646	RNF26	79102	FALSE	FALSE	ncg
RNF4	ENSG00000063978.16	ENST00000314289.13	RNF4	HGNC:10067	RNF4	6047	FALSE	FALSE	ncg
RNF40	ENSG00000103549.22	ENST00000324685.11	RNF40	HGNC:16867	RNF40	9810	FALSE	FALSE	ncg
RNF43	ENSG00000108375.13	ENST00000407977.7	RNF43	HGNC:18505	RNF43	54894	FALSE	TRUE	ncg
RNFT1	ENSG00000189050.16	ENST00000305783.13	RNFT1	HGNC:30206	RNFT1	51136	FALSE	FALSE	ncg
RO60	ENSG00000116747.13	ENST00000400968.7	RO60	HGNC:11313	RO60	6738	FALSE	FALSE	ncg
ROBO2	ENSG00000185008.17	ENST00000461745.5	ROBO2	HGNC:10250	ROBO2	6092	FALSE	TRUE	ncg
ROS1	ENSG00000047936.11	ENST00000368507.8	ROS1	HGNC:10261	ROS1	6098	TRUE	FALSE	ncg
RP1L1	ENSG00000183638.6	ENST00000382483.4	RP1L1	HGNC:15946	RP1L1	94137	FALSE	FALSE	ncg
RPAIN	ENSG00000129197.15	ENST00000381209.8	RPAIN	HGNC:28641	RPAIN	84268	FALSE	FALSE	ncg
RPE	ENSG00000197713.15	ENST00000359429.11	RPE	HGNC:10293	RPE	6120	FALSE	FALSE	ncg
RPGR	ENSG00000156313.15	ENST00000642395.2	RPGR	HGNC:10295	RPGR	6103	FALSE	FALSE	ncg
RPGRIP1	ENSG00000092200.13	ENST00000400017.7	RPGRIP1	HGNC:13436	RPGRIP1	57096	FALSE	FALSE	ncg
