ensembl_gene_symbol	ensembl_gene_id	hgnc_symbol	hgnc_id	refseq_gene_symbol	ncbi_gene_id	oncogene	tsgene
ZEB1	ENSG00000148516.23	ZEB1	HGNC:11642	ZEB1	6935	TRUE	TRUE
ZEB2	ENSG00000169554.23	ZEB2	HGNC:14881	ZEB2	9839	TRUE	TRUE
ZFHX3	ENSG00000140836.17	ZFHX3	HGNC:777	ZFHX3	463	FALSE	TRUE
ZFP36	ENSG00000128016.7	ZFP36	HGNC:12862	ZFP36	7538	NA	NA
ZFP36L1	ENSG00000185650.10	ZFP36L1	HGNC:1107	ZFP36L1	677	FALSE	TRUE
ZFP36L2	ENSG00000152518.8	ZFP36L2	HGNC:1108	ZFP36L2	678	FALSE	TRUE
ZFTA	ENSG00000188070.9	ZFTA	HGNC:28449	ZFTA	65998	NA	NA
ZFX	ENSG00000005889.16	ZFX	HGNC:12869	ZFX	7543	FALSE	TRUE
ZHX2	ENSG00000178764.8	ZHX2	HGNC:18513	ZHX2	22882	TRUE	TRUE
ZIM3	ENSG00000141946.1	ZIM3	HGNC:16366	ZIM3	114026	TRUE	FALSE
ZMIZ1	ENSG00000108175.19	ZMIZ1	HGNC:16493	ZMIZ1	57178	FALSE	FALSE
ZMYM2	ENSG00000121741.17	ZMYM2	HGNC:12989	ZMYM2	7750	FALSE	FALSE
ZMYM3	ENSG00000147130.14	ZMYM3	HGNC:13054	ZMYM3	9203	FALSE	TRUE
ZNF217	ENSG00000171940.14	ZNF217	HGNC:13009	ZNF217	7764	TRUE	FALSE
ZNF331	ENSG00000130844.19	ZNF331	HGNC:15489	ZNF331	55422	FALSE	TRUE
ZNF384	ENSG00000126746.18	ZNF384	HGNC:11955	ZNF384	171017	FALSE	FALSE
ZNF429	ENSG00000197013.11	ZNF429	HGNC:20817	ZNF429	353088	FALSE	FALSE
ZNF444	ENSG00000167685.15	ZNF444	HGNC:16052	ZNF444	55311	NA	NA
ZNF479	ENSG00000185177.14	ZNF479	HGNC:23258	ZNF479	90827	FALSE	FALSE
ZNF521	ENSG00000198795.11	ZNF521	HGNC:24605	ZNF521	25925	TRUE	FALSE
ZNF703	ENSG00000183779.7	ZNF703	HGNC:25883	ZNF703	80139	TRUE	FALSE
ZNF750	ENSG00000141579.7	ZNF750	HGNC:25843	ZNF750	79755	FALSE	TRUE
ZNRF3	ENSG00000183579.16	ZNRF3	HGNC:18126	ZNRF3	84133	FALSE	TRUE
ZRSR2	ENSG00000169249.14	ZRSR2	HGNC:23019	ZRSR2	8233	FALSE	FALSE
NA	NA	TRA	HGNC:12027	TRA	6955	TRUE	FALSE
NA	NA	TRB	HGNC:12155	TRB	6957	TRUE	FALSE
NA	NA	TRD	HGNC:12252	TRD	6964	TRUE	FALSE
NA	NA	TRG	HGNC:12271	TRG	6965	TRUE	FALSE
NA	NA	PTCSC1	HGNC:37127	PTCSC1	100302522	NA	NA
NA	NA	IGH	HGNC:5477	IGH	3492	FALSE	FALSE
NA	NA	IGK	HGNC:5715	IGK	50802	FALSE	FALSE
NA	NA	IGL	HGNC:5853	IGL	3535	FALSE	FALSE
