symbol	entrezgene	ensembl_gene_id	mechanism_of_inheritance	syndrome_cui	condition_cui	source	phenotypes	mechanism_of_disease	oncogene	tumor_suppressor	n_trunc_path	n_nontrunc_path	n_nontrunc_benign	benign_missense_rate	path_truncation_rate	confidence_level	id	panel_url	panel_version	panel_name	genename
PRKN	5071	ENSG00000185345	NA	NA	NA	OTHER		NA	FALSE	TRUE	3	5	8	0.62	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	parkin RBR E3 ubiquitin protein ligase
PRSS1	5644	ENSG00000204983	AD	NA	C0238339	NCGC&PANEL_APP&TCGA_PANCAN_2018	Pancreatic Cancer; NA; R367	LoF	FALSE	FALSE	0	4	3	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	serine protease 1
PTCH1	5727	ENSG00000185920	AD/AR	C0004779	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Basal Cell Carcinoma, Medulloblastoma; Nevoid basal cell carcinoma syndromeGorlin Syndrome ; Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, Familial tumour syndromes of the central & peripheral nervous system;Familial tumour syndromes of the central and peripheral nervous system; R230, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; skin basal cell, medulloblastoma"	LoF	TRUE	TRUE	40	1	43	0.98	0.98	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	patched 1
PTCH2	8643	ENSG00000117425	AD	NA	NA	PANEL_APP	R230	NA	FALSE	FALSE	0	0	2	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	patched 2
PTCSC1	100302522	ENSG00000287736	AD	NA	NA	PANEL_APP		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	papillary thyroid carcinoma susceptibility candidate 1
PTCSC3	100886964	ENSG00000259104	NA	NA	NA	PANEL_APP		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	papillary thyroid carcinoma susceptibility candidate 3
PTEN	5728	ENSG00000171862	AD/AR	C1959582&CN072330&C1959582	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Breast Cancer, Thyroid Cancer, Endometrial Cancer; Cowden SyndromePTEN hamartoma tumor syndrome; Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Breast, Childhood;Childhood solid tumours pertinent cancer susceptibility, Colorectal, Endometrial Carcinoma, Familial tumour syndromes of the central & peripheral nervous system;Familial tumour syndromes of the central and peripheral nervous system, Familial breast and or ovarian cancer; GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis), Familial ovarian cancer;R207, R211;R209, R224, Neuro-endocrine Tumours- PCC and PGL, Multiple endocrine tumours;Multiple endocrine neoplasia type 1;Endocrine neoplasia, R230, Renal, Endocrine, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; harmartoma, glioma, prostate, endometrial"	LoF	FALSE	TRUE	141	70	2	0.03	0.67	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	phosphatase and tensin homolog
PTPN11	5781	ENSG00000179295	AD	C0028326	NA	NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility, Haemonc;Haematological malignancies pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; JMML, Neuroblastoma; Noonan syndrome"	GoF	TRUE	TRUE	0	86	7	0.08	0	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	protein tyrosine phosphatase non-receptor type 11
PTPN12	5782	ENSG00000127947	NA	NA	NA	PANEL_APP	GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis)	NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	protein tyrosine phosphatase non-receptor type 12
PTPN13	5783	ENSG00000163629	AR	NA	NA	CGC_94	hepatocellular	NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	protein tyrosine phosphatase non-receptor type 13
PTPRJ	5795	ENSG00000149177	NA	NA	NA	OTHER		NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	protein tyrosine phosphatase receptor type J
RABL3	285282	ENSG00000144840	AD	NA	NA	PANEL_APP	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, R367"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"RAB, member of RAS oncogene family like 3"
RAD50	10111	ENSG00000113522	AD/AR	NA	NA	NCGC		LoF	FALSE	FALSE	115	1	1	NA	0.99	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RAD50 double strand break repair protein
RAD51	5888	ENSG00000051180	AD	NA	NA	NCGC&PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RAD51 recombinase
RAD51B	5890	ENSG00000182185	NA	NA	NA	NCGC		NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RAD51 paralog B
RAD51C	5889	ENSG00000108384	AD/AR	C3150653	NA	NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, Familial breast and or ovarian cancer, Haemonc;Haematological malignancies pertinent cancer susceptibility; Familial ovarian cancer;R207, Ovarian, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; Ovarian Cancer; Fanconi anaemia (O) (biallelic mutations)"	LoF	FALSE	FALSE	62	4	2	NA	0.94	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RAD51 paralog C
RAD51D	5892	ENSG00000185379	AD	NA	C3280345	NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Familial breast and or ovarian cancer, Familial ovarian cancer;R207, Ovarian; Ovarian Cancer; NA"	LoF	FALSE	FALSE	42	0	6	NA	1	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RAD51 paralog D
RAD54L	8438	ENSG00000085999	NA	NA	NA	PANEL_APP	"Familial breast and or ovarian cancer, Familial ovarian cancer;R207"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RAD54 like
RAF1	5894	ENSG00000132155	AD	C1969056&C1969057	NA	PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; RASopathy (LEOPARD syndrome 2, Noonan syndrome 5)"	NA	TRUE	FALSE	0	25	10	0.29	0	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"Raf-1 proto-oncogene, serine/threonine kinase"
RASA1	5921	ENSG00000145715	NA	NA	NA	OTHER		NA	FALSE	TRUE	9	0	8	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RAS p21 protein activator 1
RB1	5925	ENSG00000139687	AD/AR	C0035335	C0035335&C0029463	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, Familial rhabdomyosarcoma or sarcoma;Familial rhabdoid tumours, Sarcoma;Sarcoma pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; Retinoblastoma, Pinealoma, Sarcoma, Melanoma; NA; retinoblastoma, sarcoma, breast, small cell lung carcinoma"	LoF	FALSE	TRUE	32	8	17	0.68	0.8	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RB transcriptional corepressor 1
RCC2	55920	ENSG00000179051	NA	NA	NA	NCGC		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	regulator of chromosome condensation 2
RECQL	5965	ENSG00000004700	AD	NA	NA	TCGA_PANCAN_2018	Breast Cancer	NA	FALSE	FALSE	0	0	2	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RecQ like helicase
RECQL4	9401	ENSG00000160957	AR	C0032339	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Childhood;Childhood solid tumours pertinent cancer susceptibility, Sarcoma;Sarcoma pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; Osteosarcoma, Basal Cell Carcinoma, Squamous Cell Carcinoma; Rothmund-Thompson syndrome; osteosarcoma, skin basal cell, skin sqamous cell"	LoF	FALSE	TRUE	17	1	19	0.95	0.94	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RecQ like helicase 4
REST	5978	ENSG00000084093	AD	NA	NA	PANEL_APP	"Childhood;Childhood solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RE1 silencing transcription factor
RET	5979	ENSG00000165731	AD	C0025268&C0025269&C1833921&C1833921&C0025268&C0025269	NA	ACMG_SF30&CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, Neuro-endocrine Tumours- PCC and PGL, Multiple endocrine tumours;Multiple endocrine neoplasia type 1;Endocrine neoplasia, phaeochromocytoma;paraganglioma;carcinoid;Neuroendocrine, Parathyroid cancer, Endocrine, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; Medullary Thyroid Cancer, Pheochromocytoma; Multiple endocrine neoplasia 2A/2B Familial medullary thyroid carcinoma; medullary thyroid, papillary thyroid, pheochromocytoma"	GoF	TRUE	FALSE	0	34	5	0.13	0	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ret proto-oncogene
RFWD3	55159	ENSG00000168411	NA	NA	NA	CGC_94		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ring finger and WD repeat domain 3
RHBDF2	79651	ENSG00000129667	AD	C1835664	NA	NCGC&TCGA_PANCAN_2018	Esophageal Cancer; NA	GoF	FALSE	FALSE	0	0	5	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	rhomboid 5 homolog 2
RING1	6015	ENSG00000204227	NA	NA	NA	NCGC		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ring finger protein 1
RINT1	60561	ENSG00000135249	NA	NA	NA	NCGC		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RAD50 interactor 1
RIT1	6016	ENSG00000143622	AD	NA	NA	PANEL_APP	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359"	NA	FALSE	FALSE	0	19	1	0.05	0	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	Ras like without CAAX 1
RMRP	6023	ENSG00000269900	AR	C0220748	NA	PANEL_APP&TCGA_PANCAN_2018	"Haemonc;Haematological malignancies pertinent cancer susceptibility, ; Non-Hodgkin Lymphoma, Squamous Carcinoma (BCC), Leukemia; Cartilage-hair hypoplasia syndrome"	LoF	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	RNA component of mitochondrial RNA processing endoribonuclease
RNASEL	6041	ENSG00000135828	NA	NA	NA	PANEL_APP		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribonuclease L
RNF43	54894	ENSG00000108375	AD	NA	NA	PANEL_APP	"GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis), R211;R209"	NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ring finger protein 43
ROS1	6098	ENSG00000047936	NA	NA	NA	OTHER		NA	TRUE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"ROS proto-oncogene 1, receptor tyrosine kinase"
RPL11	6135	ENSG00000142676	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein L11
RPL15	6138	ENSG00000174748	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein L15
RPL23	9349	ENSG00000125691	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein L23
RPL26	6154	ENSG00000161970	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein L26
RPL27	6155	ENSG00000131469	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein L27
RPL31	6160	ENSG00000071082	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein L31
RPL35A	6165	ENSG00000182899	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein L35a
RPL36	25873	ENSG00000130255	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein L36
RPL5	6125	ENSG00000122406	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	TRUE	3	0	2	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein L5
RPS10	6204	ENSG00000124614	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein S10
RPS15	6209	ENSG00000115268	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein S15
RPS17	6218	ENSG00000182774	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein S17
RPS19	6223	ENSG00000105372	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	1	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein S19
RPS24	6229	ENSG00000138326	AD	NA	NA	PANEL_APP	"Haemonc;Haematological malignancies pertinent cancer susceptibility,"	NA	FALSE	FALSE	0	1	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ribosomal protein S24
